Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2005,2006,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",1768,f,,
2005,2007,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2033,f,,
2005,2008,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2309,f,,
2005,2009,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2428,f,,
2005,2010,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2619,f,,
2005,2011,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2705,f,,
2005,2012,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2829,e,,
2005,2013,Negeri Sembilan,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",2989,p,,
2005,2005,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",1465,f,,
2005,2006,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",1615,f,,
2005,2007,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",1785,f,,
2005,2008,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",1927,f,,
2005,2009,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",1951,f,,
2005,2010,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",2049,f,,
2005,2011,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",2162,f,,
2005,2012,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",2282,e,,
2005,2013,Negeri Sembilan,Services,"Finance and Insurance, Real Estate and Business Services",2333,p,,
2005,2005,Negeri Sembilan,Services,Other Services,1046,f,,
2005,2006,Negeri Sembilan,Services,Other Services,1013,f,,
2005,2007,Negeri Sembilan,Services,Other Services,1139,f,,
2005,2008,Negeri Sembilan,Services,Other Services,1203,f,,
2005,2009,Negeri Sembilan,Services,Other Services,1303,f,,
2005,2010,Negeri Sembilan,Services,Other Services,1376,f,,
2005,2011,Negeri Sembilan,Services,Other Services,1415,f,,
2005,2012,Negeri Sembilan,Services,Other Services,1478,e,,
2005,2013,Negeri Sembilan,Services,Other Services,1537,p,,
2005,2005,Negeri Sembilan,Services,Government Services,1285,f,,
2005,2006,Negeri Sembilan,Services,Government Services,1431,f,,
2005,2007,Negeri Sembilan,Services,Government Services,1495,f,,
2005,2008,Negeri Sembilan,Services,Government Services,1574,f,,
2005,2009,Negeri Sembilan,Services,Government Services,1589,f,,
2005,2010,Negeri Sembilan,Services,Government Services,1616,f,,
2005,2011,Negeri Sembilan,Services,Government Services,1793,f,,
2005,2012,Negeri Sembilan,Services,Government Services,1959,e,,
2005,2013,Negeri Sembilan,Services,Government Services,2117,p,,
2005,2005,Negeri Sembilan,plus: Import Duties,plus: Import Duties,95,f,,
2005,2006,Negeri Sembilan,plus: Import Duties,plus: Import Duties,69,f,,
2005,2007,Negeri Sembilan,plus: Import Duties,plus: Import Duties,79,f,,
2005,2008,Negeri Sembilan,plus: Import Duties,plus: Import Duties,118,f,,
2005,2009,Negeri Sembilan,plus: Import Duties,plus: Import Duties,101,f,,
2005,2010,Negeri Sembilan,plus: Import Duties,plus: Import Duties,229,f,,
2005,2011,Negeri Sembilan,plus: Import Duties,plus: Import Duties,173,f,,
2005,2012,Negeri Sembilan,plus: Import Duties,plus: Import Duties,193,e,,
2005,2013,Negeri Sembilan,plus: Import Duties,plus: Import Duties,592,p,,
2005,2005,Pulau Pinang,Agriculture,Agriculture,634,f,,
2005,2006,Pulau Pinang,Agriculture,Agriculture,700,f,,
2005,2007,Pulau Pinang,Agriculture,Agriculture,721,f,,
2005,2008,Pulau Pinang,Agriculture,Agriculture,750,f,,
2005,2009,Pulau Pinang,Agriculture,Agriculture,760,f,,
2005,2010,Pulau Pinang,Agriculture,Agriculture,889,f,,
2005,2011,Pulau Pinang,Agriculture,Agriculture,944,f,,
2005,2012,Pulau Pinang,Agriculture,Agriculture,990,e,,
2005,2013,Pulau Pinang,Agriculture,Agriculture,1021,p,,
2005,2005,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,17,f,,
2005,2006,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,17,f,,
2005,2007,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,19,f,,
2005,2008,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,19,f,,
2005,2009,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,19,f,,
2005,2010,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,19,f,,
2005,2011,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,20,f,,
2005,2012,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,24,e,,
2005,2013,Pulau Pinang,Mining and Quarrying,Mining and Quarrying,27,p,,
2005,2005,Pulau Pinang,Manufacturing,Manufacturing,21249,f,,
2005,2006,Pulau Pinang,Manufacturing,Manufacturing,24429,f,,
2005,2007,Pulau Pinang,Manufacturing,Manufacturing,25374,f,,
2005,2008,Pulau Pinang,Manufacturing,Manufacturing,26348,f,,
2005,2009,Pulau Pinang,Manufacturing,Manufacturing,21239,f,,
2005,2010,Pulau Pinang,Manufacturing,Manufacturing,24264,f,,
2005,2011,Pulau Pinang,Manufacturing,Manufacturing,24567,f,,
2005,2012,Pulau Pinang,Manufacturing,Manufacturing,25411,e,,
2005,2013,Pulau Pinang,Manufacturing,Manufacturing,26301,p,,
2005,2005,Pulau Pinang,Construction,Construction,844,f,,
2005,2006,Pulau Pinang,Construction,Construction,813,f,,
2005,2007,Pulau Pinang,Construction,Construction,924,f,,
2005,2008,Pulau Pinang,Construction,Construction,1005,f,,
2005,2009,Pulau Pinang,Construction,Construction,982,f,,
2005,2010,Pulau Pinang,Construction,Construction,1022,f,,
2005,2011,Pulau Pinang,Construction,Construction,1074,f,,
2005,2012,Pulau Pinang,Construction,Construction,1315,e,,
2005,2013,Pulau Pinang,Construction,Construction,1308,p,,
2005,2005,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",3423,f,,
2005,2006,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",3595,f,,
2005,2007,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",3973,f,,
2005,2008,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",4212,f,,
2005,2009,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",4235,f,,
2005,2010,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",4570,f,,
2005,2011,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",4849,f,,
2005,2012,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",5238,e,,
2005,2013,Pulau Pinang,Services,"Utilities, Transport, Storage and Communication",5501,p,,
2005,2005,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",4378,f,,
2005,2006,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",4717,f,,
2005,2007,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5393,f,,
2005,2008,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5915,f,,
2005,2009,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5736,f,,
2005,2010,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",6218,f,,
2005,2011,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",6545,f,,
2005,2012,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",6806,e,,
2005,2013,Pulau Pinang,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",7280,p,,
2005,2005,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",4706,f,,
2005,2006,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",4975,f,,
2005,2007,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",5509,f,,
2005,2008,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",5883,f,,
2005,2009,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",5912,f,,
2005,2010,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",6403,f,,
2005,2011,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",6773,f,,
2005,2012,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",7038,e,,
2005,2013,Pulau Pinang,Services,"Finance and Insurance, Real Estate and Business Services",7184,p,,
2005,2005,Pulau Pinang,Services,Other Services,1744,f,,
2005,2006,Pulau Pinang,Services,Other Services,1791,f,,
2005,2007,Pulau Pinang,Services,Other Services,1912,f,,
2005,2008,Pulau Pinang,Services,Other Services,2014,f,,
2005,2009,Pulau Pinang,Services,Other Services,2094,f,,
2005,2010,Pulau Pinang,Services,Other Services,2201,f,,
2005,2011,Pulau Pinang,Services,Other Services,2284,f,,
2005,2012,Pulau Pinang,Services,Other Services,2400,e,,
2005,2013,Pulau Pinang,Services,Other Services,2538,p,,
2005,2005,Pulau Pinang,Services,Government Services,1888,f,,
2005,2006,Pulau Pinang,Services,Government Services,2076,f,,
2005,2007,Pulau Pinang,Services,Government Services,2139,f,,
2005,2008,Pulau Pinang,Services,Government Services,2243,f,,
2005,2009,Pulau Pinang,Services,Government Services,2264,f,,
2005,2010,Pulau Pinang,Services,Government Services,2296,f,,
2005,2011,Pulau Pinang,Services,Government Services,2656,f,,
2005,2012,Pulau Pinang,Services,Government Services,2940,e,,
2005,2013,Pulau Pinang,Services,Government Services,3328,p,,
2005,2005,Pulau Pinang,plus: Import Duties,plus: Import Duties,304,f,,
2005,2006,Pulau Pinang,plus: Import Duties,plus: Import Duties,288,f,,
2005,2007,Pulau Pinang,plus: Import Duties,plus: Import Duties,263,f,,
2005,2008,Pulau Pinang,plus: Import Duties,plus: Import Duties,360,f,,
2005,2009,Pulau Pinang,plus: Import Duties,plus: Import Duties,383,f,,
2005,2010,Pulau Pinang,plus: Import Duties,plus: Import Duties,279,f,,
2005,2011,Pulau Pinang,plus: Import Duties,plus: Import Duties,340,f,,
2005,2012,Pulau Pinang,plus: Import Duties,plus: Import Duties,409,e,,
2005,2013,Pulau Pinang,plus: Import Duties,plus: Import Duties,479,p,,
2005,2005,Perak,Agriculture,Agriculture,4686,f,,
2005,2006,Perak,Agriculture,Agriculture,4841,f,,
2005,2007,Perak,Agriculture,Agriculture,5003,f,,
2005,2008,Perak,Agriculture,Agriculture,5068,f,,
2005,2009,Perak,Agriculture,Agriculture,5196,f,,
2005,2010,Perak,Agriculture,Agriculture,5241,f,,
2005,2011,Perak,Agriculture,Agriculture,5627,f,,
2005,2012,Perak,Agriculture,Agriculture,5777,e,,
2005,2013,Perak,Agriculture,Agriculture,5770,p,,
2005,2005,Perak,Mining and Quarrying,Mining and Quarrying,91,f,,
2005,2006,Perak,Mining and Quarrying,Mining and Quarrying,97,f,,
2005,2007,Perak,Mining and Quarrying,Mining and Quarrying,105,f,,
2005,2008,Perak,Mining and Quarrying,Mining and Quarrying,103,f,,
2005,2009,Perak,Mining and Quarrying,Mining and Quarrying,102,f,,
2005,2010,Perak,Mining and Quarrying,Mining and Quarrying,112,f,,
2005,2011,Perak,Mining and Quarrying,Mining and Quarrying,120,f,,
2005,2012,Perak,Mining and Quarrying,Mining and Quarrying,144,e,,
2005,2013,Perak,Mining and Quarrying,Mining and Quarrying,161,p,,
2005,2005,Perak,Manufacturing,Manufacturing,5548,f,,
2005,2006,Perak,Manufacturing,Manufacturing,6255,f,,
2005,2007,Perak,Manufacturing,Manufacturing,6343,f,,
2005,2008,Perak,Manufacturing,Manufacturing,6605,f,,
2005,2009,Perak,Manufacturing,Manufacturing,5800,f,,
2005,2010,Perak,Manufacturing,Manufacturing,6549,f,,
2005,2011,Perak,Manufacturing,Manufacturing,7268,f,,
2005,2012,Perak,Manufacturing,Manufacturing,7658,e,,
2005,2013,Perak,Manufacturing,Manufacturing,8092,p,,
2005,2005,Perak,Construction,Construction,704,f,,
2005,2006,Perak,Construction,Construction,675,f,,
2005,2007,Perak,Construction,Construction,555,f,,
2005,2008,Perak,Construction,Construction,583,f,,
2005,2009,Perak,Construction,Construction,643,f,,
2005,2010,Perak,Construction,Construction,717,f,,
2005,2011,Perak,Construction,Construction,721,f,,
2005,2012,Perak,Construction,Construction,1095,e,,
2005,2013,Perak,Construction,Construction,1316,p,,
2005,2005,Perak,Services,"Utilities, Transport, Storage and Communication",5266,f,,
2005,2006,Perak,Services,"Utilities, Transport, Storage and Communication",5560,f,,
2005,2007,Perak,Services,"Utilities, Transport, Storage and Communication",5697,f,,
2005,2008,Perak,Services,"Utilities, Transport, Storage and Communication",5834,f,,
2005,2009,Perak,Services,"Utilities, Transport, Storage and Communication",5950,f,,
2005,2010,Perak,Services,"Utilities, Transport, Storage and Communication",6445,f,,
2005,2011,Perak,Services,"Utilities, Transport, Storage and Communication",6773,f,,
2005,2012,Perak,Services,"Utilities, Transport, Storage and Communication",7426,e,,
2005,2013,Perak,Services,"Utilities, Transport, Storage and Communication",8094,p,,
2005,2005,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",3384,f,,
2005,2006,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",3587,f,,
2005,2007,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",4166,f,,
2005,2008,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",4824,f,,
2005,2009,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",4779,f,,
2005,2010,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5194,f,,
2005,2011,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5562,f,,
2005,2012,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",5813,e,,
2005,2013,Perak,Services,"Wholesale and Retail Trade, Accommodation and Restaurants",6150,p,,
2005,2005,Perak,Services,"Finance and Insurance, Real Estate and Business Services",2991,f,,
2005,2006,Perak,Services,"Finance and Insurance, Real Estate and Business Services",3146,f,,
2005,2007,Perak,Services,"Finance and Insurance, Real Estate and Business Services",3486,f,,
2005,2008,Perak,Services,"Finance and Insurance, Real Estate and Business Services",3898,f,,
2005,2009,Perak,Services,"Finance and Insurance, Real Estate and Business Services",3914,f,,
2005,2010,Perak,Services,"Finance and Insurance, Real Estate and Business Services",3897,f,,
2005,2011,Perak,Services,"Finance and Insurance, Real Estate and Business Services",4022,f,,
2005,2012,Perak,Services,"Finance and Insurance, Real Estate and Business Services",4408,e,,
2005,2013,Perak,Services,"Finance and Insurance, Real Estate and Business Services",4468,p,,
2005,2005,Perak,Services,Other Services,2276,f,,
2005,2006,Perak,Services,Other Services,2326,f,,
2005,2007,Perak,Services,Other Services,2501,f,,
2005,2008,Perak,Services,Other Services,2643,f,,
2005,2009,Perak,Services,Other Services,2747,f,,
2005,2010,Perak,Services,Other Services,2754,f,,
2005,2011,Perak,Services,Other Services,2851,f,,
2005,2012,Perak,Services,Other Services,2918,e,,
2005,2013,Perak,Services,Other Services,3021,p,,
2005,2005,Perak,Services,Government Services,2721,f,,
2005,2006,Perak,Services,Government Services,3019,f,,
2005,2007,Perak,Services,Government Services,3167,f,,
2005,2008,Perak,Services,Government Services,3481,f,,
2005,2009,Perak,Services,Government Services,3552,f,,
2005,2010,Perak,Services,Government Services,3652,f,,
2005,2011,Perak,Services,Government Services,4038,f,,
2005,2012,Perak,Services,Government Services,4432,e,,
2005,2013,Perak,Services,Government Services,4693,p,,
2005,2005,Perak,plus: Import Duties,plus: Import Duties,67,f,,
2005,2006,Perak,plus: Import Duties,plus: Import Duties,54,f,,
2005,2007,Perak,plus: Import Duties,plus: Import Duties,24,f,,
2005,2008,Perak,plus: Import Duties,plus: Import Duties,22,f,,
2005,2009,Perak,plus: Import Duties,plus: Import Duties,17,f,,
2005,2010,Perak,plus: Import Duties,plus: Import Duties,15,f,,
2005,2011,Perak,plus: Import Duties,plus: Import Duties,18,f,,
2005,2012,Perak,plus: Import Duties,plus: Import Duties,17,e,,
2005,2013,Perak,plus: Import Duties,plus: Import Duties,23,p,,
2005,2005,Perlis,Agriculture,Agriculture,726,f,,
2005,2006,Perlis,Agriculture,Agriculture,809,f,,
2005,2007,Perlis,Agriculture,Agriculture,932,f,,
2005,2008,Perlis,Agriculture,Agriculture,936,f,,
2005,2009,Perlis,Agriculture,Agriculture,856,f,,
2005,2010,Perlis,Agriculture,Agriculture,890,f,,
2005,2011,Perlis,Agriculture,Agriculture,828,f,,
2005,2012,Perlis,Agriculture,Agriculture,841,e,,
2005,2013,Perlis,Agriculture,Agriculture,819,p,,
2005,2005,Perlis,Mining and Quarrying,Mining and Quarrying,7,f,,
2005,2006,Perlis,Mining and Quarrying,Mining and Quarrying,7,f,,
2005,2007,Perlis,Mining and Quarrying,Mining and Quarrying,7,f,,
2005,2008,Perlis,Mining and Quarrying,Mining and Quarrying,8,f,,
2005,2009,Perlis,Mining and Quarrying,Mining and Quarrying,6,f,,
2005,2010,Perlis,Mining and Quarrying,Mining and Quarrying,6,f,,
2005,2011,Perlis,Mining and Quarrying,Mining and Quarrying,7,f,,
2005,2012,Perlis,Mining and Quarrying,Mining and Quarrying,8,e,,
2005,2013,Perlis,Mining and Quarrying,Mining and Quarrying,8,p,,
2005,2005,Perlis,Manufacturing,Manufacturing,352,f,,
2005,2006,Perlis,Manufacturing,Manufacturing,345,f,,
2005,2007,Perlis,Manufacturing,Manufacturing,324,f,,
2005,2008,Perlis,Manufacturing,Manufacturing,349,f,,
2005,2009,Perlis,Manufacturing,Manufacturing,290,f,,
2005,2010,Perlis,Manufacturing,Manufacturing,302,f,,
2005,2011,Perlis,Manufacturing,Manufacturing,341,f,,
2005,2012,Perlis,Manufacturing,Manufacturing,352,e,,
2005,2013,Perlis,Manufacturing,Manufacturing,362,p,,
2005,2005,Perlis,Construction,Construction,103,f,,
2005,2006,Perlis,Construction,Construction,101,f,,
2005,2007,Perlis,Construction,Construction,100,f,,
2005,2008,Perlis,Construction,Construction,101,f,,
2005,2009,Perlis,Construction,Construction,92,f,,
2005,2010,Perlis,Construction,Construction,109,f,,
