year,state,industry,employed
2003,Negeri Sembilan,Hotels and restaurants,25.7
2004,Negeri Sembilan,Hotels and restaurants,25.3
2005,Negeri Sembilan,Hotels and restaurants,28.9
2006,Negeri Sembilan,Hotels and restaurants,26.4
2007,Negeri Sembilan,Hotels and restaurants,28.4
2008,Negeri Sembilan,Hotels and restaurants,27.9
2009,Negeri Sembilan,Hotels and restaurants,32.3
2010,Negeri Sembilan,Transportation and storage,22.7
2011,Negeri Sembilan,Transportation and storage,23.5
2012,Negeri Sembilan,Transportation and storage,24.1
2013,Negeri Sembilan,Transportation and storage,23.9
2014,Negeri Sembilan,Transportation and storage,28
2015,Negeri Sembilan,Transportation and storage,30.7
2016,Negeri Sembilan,Transportation and storage,30.1
2017,Negeri Sembilan,Transportation and storage,27.4
2018,Negeri Sembilan,Transportation and storage,30.3
2019,Negeri Sembilan,Transportation and storage,27.6
2020,Negeri Sembilan,Transportation and storage,22.6
2021,Negeri Sembilan,Transportation and storage,26
1982,Pulau Pinang,"Finance, insurance, real estate and business services",18
1983,Pulau Pinang,"Finance, insurance, real estate and business services",18.2
1984,Pulau Pinang,"Finance, insurance, real estate and business services",17.8
1985,Pulau Pinang,"Finance, insurance, real estate and business services",19.4
1986,Pulau Pinang,"Finance, insurance, real estate and business services",21.7
1987,Pulau Pinang,"Finance, insurance, real estate and business services",19
1988,Pulau Pinang,"Finance, insurance, real estate and business services",20.5
1989,Pulau Pinang,"Finance, insurance, real estate and business services",20
1990,Pulau Pinang,"Finance, insurance, real estate and business services",14.1
1992,Pulau Pinang,"Finance, insurance, real estate and business services",20.8
1993,Pulau Pinang,"Finance, insurance, real estate and business services",20.2
1995,Pulau Pinang,"Finance, insurance, real estate and business services",23.7
1996,Pulau Pinang,"Finance, insurance, real estate and business services",23.9
1997,Pulau Pinang,"Finance, insurance, real estate and business services",26.5
1998,Pulau Pinang,"Finance, insurance, real estate and business services",29.3
1999,Pulau Pinang,"Finance, insurance, real estate and business services",40.3
2000,Pulau Pinang,"Finance, insurance, real estate and business services",30.8
2001,Pulau Pinang,Hotels and restaurants,52.9
2002,Pulau Pinang,Hotels and restaurants,43.5
2003,Pulau Pinang,Hotels and restaurants,57.9
2004,Pulau Pinang,Hotels and restaurants,53.3
2005,Pulau Pinang,Hotels and restaurants,48
2006,Pulau Pinang,Hotels and restaurants,57.5
2007,Pulau Pinang,Hotels and restaurants,57.3
2008,Pulau Pinang,Hotels and restaurants,60.6
2009,Pulau Pinang,Hotels and restaurants,57.8
2010,Pulau Pinang,Transportation and storage,39.9
2011,Pulau Pinang,Transportation and storage,39.4
2012,Pulau Pinang,Transportation and storage,41.2
2013,Pulau Pinang,Transportation and storage,36.7
2014,Pulau Pinang,Transportation and storage,36.5
2015,Pulau Pinang,Transportation and storage,42.2
2016,Pulau Pinang,Transportation and storage,42.6
2017,Pulau Pinang,Transportation and storage,40.6
2018,Pulau Pinang,Transportation and storage,45.6
2019,Pulau Pinang,Transportation and storage,46.7
2020,Pulau Pinang,Transportation and storage,49.3
2021,Pulau Pinang,Transportation and storage,53.2
1982,Pahang,"Finance, insurance, real estate and business services",7.4
1983,Pahang,"Finance, insurance, real estate and business services",6
1984,Pahang,"Finance, insurance, real estate and business services",6.8
1985,Pahang,"Finance, insurance, real estate and business services",5.6
1986,Pahang,"Finance, insurance, real estate and business services",5.6
1987,Pahang,"Finance, insurance, real estate and business services",5.7
1988,Pahang,"Finance, insurance, real estate and business services",6.8
1989,Pahang,"Finance, insurance, real estate and business services",7.3
1990,Pahang,"Finance, insurance, real estate and business services",7.6
1992,Pahang,"Finance, insurance, real estate and business services",6.9
1993,Pahang,"Finance, insurance, real estate and business services",9
1995,Pahang,"Finance, insurance, real estate and business services",7.7
1996,Pahang,"Finance, insurance, real estate and business services",10.2
1997,Pahang,"Finance, insurance, real estate and business services",8.5
1998,Pahang,"Finance, insurance, real estate and business services",8.9
1999,Pahang,"Finance, insurance, real estate and business services",7.6
2000,Pahang,"Finance, insurance, real estate and business services",10
2001,Pahang,Hotels and restaurants,34.6
2002,Pahang,Hotels and restaurants,33.4
2003,Pahang,Hotels and restaurants,38.6
2004,Pahang,Hotels and restaurants,47.4
2005,Pahang,Hotels and restaurants,42.6
2006,Pahang,Hotels and restaurants,50.3
2007,Pahang,Hotels and restaurants,52.6
2008,Pahang,Hotels and restaurants,50.1
2009,Pahang,Hotels and restaurants,49.3
2010,Pahang,Transportation and storage,18.6
2011,Pahang,Transportation and storage,22.5
2012,Pahang,Transportation and storage,23.5
2013,Pahang,Transportation and storage,24.8
2014,Pahang,Transportation and storage,24.2
2015,Pahang,Transportation and storage,27.1
2016,Pahang,Transportation and storage,25.1
2017,Pahang,Transportation and storage,27.1
2018,Pahang,Transportation and storage,24.3
2019,Pahang,Transportation and storage,24.6
2020,Pahang,Transportation and storage,25.1
2021,Pahang,Transportation and storage,28.5
1982,Perak,"Finance, insurance, real estate and business services",20.8
1983,Perak,"Finance, insurance, real estate and business services",23.1
1984,Perak,"Finance, insurance, real estate and business services",18.8
1985,Perak,"Finance, insurance, real estate and business services",21.6
1986,Perak,"Finance, insurance, real estate and business services",20.3
1987,Perak,"Finance, insurance, real estate and business services",18.5
1988,Perak,"Finance, insurance, real estate and business services",16.4
1989,Perak,"Finance, insurance, real estate and business services",18.4
1990,Perak,"Finance, insurance, real estate and business services",19.4
1992,Perak,"Finance, insurance, real estate and business services",17.8
1993,Perak,"Finance, insurance, real estate and business services",18.3
1995,Perak,"Finance, insurance, real estate and business services",17.2
1996,Perak,"Finance, insurance, real estate and business services",19.6
1997,Perak,"Finance, insurance, real estate and business services",26.8
1998,Perak,"Finance, insurance, real estate and business services",19.9
1999,Perak,"Finance, insurance, real estate and business services",20.8
2000,Perak,"Finance, insurance, real estate and business services",24.5
2001,Perak,Hotels and restaurants,48.2
2002,Perak,Hotels and restaurants,59.5
2003,Perak,Hotels and restaurants,60.6
2004,Perak,Hotels and restaurants,64.4
2005,Perak,Hotels and restaurants,65
2006,Perak,Hotels and restaurants,72
2007,Perak,Hotels and restaurants,80.3
2008,Perak,Hotels and restaurants,76.3
2009,Perak,Hotels and restaurants,78.2
2010,Perak,Transportation and storage,29.5
2011,Perak,Transportation and storage,33.4
2012,Perak,Transportation and storage,31.4
2013,Perak,Transportation and storage,34
2014,Perak,Transportation and storage,32.8
2015,Perak,Transportation and storage,27.8
2016,Perak,Transportation and storage,32.8
2017,Perak,Transportation and storage,34.1
2018,Perak,Transportation and storage,33.3
2019,Perak,Transportation and storage,32.7
2020,Perak,Transportation and storage,44.3
2021,Perak,Transportation and storage,41.8
1982,Perlis,"Finance, insurance, real estate and business services",0.3
1983,Perlis,"Finance, insurance, real estate and business services",1.5
1984,Perlis,"Finance, insurance, real estate and business services",0.6
1985,Perlis,"Finance, insurance, real estate and business services",0.9
1986,Perlis,"Finance, insurance, real estate and business services",0.6
1987,Perlis,"Finance, insurance, real estate and business services",0.8
1988,Perlis,"Finance, insurance, real estate and business services",1.3
1989,Perlis,"Finance, insurance, real estate and business services",1.2
1990,Perlis,"Finance, insurance, real estate and business services",1.2
1992,Perlis,"Finance, insurance, real estate and business services",1.5
1993,Perlis,"Finance, insurance, real estate and business services",1.4
1995,Perlis,"Finance, insurance, real estate and business services",1
1996,Perlis,"Finance, insurance, real estate and business services",1.2
1997,Perlis,"Finance, insurance, real estate and business services",1.3
1998,Perlis,"Finance, insurance, real estate and business services",1.7
1999,Perlis,"Finance, insurance, real estate and business services",1.7
2000,Perlis,"Finance, insurance, real estate and business services",1.6
2001,Perlis,Hotels and restaurants,5.7
2002,Perlis,Hotels and restaurants,4.8
2003,Perlis,Hotels and restaurants,7
2004,Perlis,Hotels and restaurants,6.4
2005,Perlis,Hotels and restaurants,6.7
2006,Perlis,Hotels and restaurants,6.5
2007,Perlis,Hotels and restaurants,7.4
2008,Perlis,Hotels and restaurants,7.4
2009,Perlis,Hotels and restaurants,6.7
2010,Perlis,Transportation and storage,2.8
2011,Perlis,Transportation and storage,2.7
2012,Perlis,Transportation and storage,2.9
2013,Perlis,Transportation and storage,3.3
2014,Perlis,Transportation and storage,3.6
2015,Perlis,Transportation and storage,2.6
2016,Perlis,Transportation and storage,3
2017,Perlis,Transportation and storage,3.2
2018,Perlis,Transportation and storage,2.2
2019,Perlis,Transportation and storage,3.7
2020,Perlis,Transportation and storage,3.8
2021,Perlis,Transportation and storage,3.2
1982,Sabah,"Finance, insurance, real estate and business services",12.4
1983,Sabah,"Finance, insurance, real estate and business services",11.6
1984,Sabah,"Finance, insurance, real estate and business services",10.9
1985,Sabah,"Finance, insurance, real estate and business services",10.2
1986,Sabah,"Finance, insurance, real estate and business services",10.8
1987,Sabah,"Finance, insurance, real estate and business services",11.6
1988,Sabah,"Finance, insurance, real estate and business services",11.1
1989,Sabah,"Finance, insurance, real estate and business services",10.5
1990,Sabah,"Finance, insurance, real estate and business services",14.5
1992,Sabah,"Finance, insurance, real estate and business services",12.3
1993,Sabah,"Finance, insurance, real estate and business services",18.5
1995,Sabah,"Finance, insurance, real estate and business services",17.8
1996,Sabah,"Finance, insurance, real estate and business services",22.7
1997,Sabah,"Finance, insurance, real estate and business services",23.9
1998,Sabah,"Finance, insurance, real estate and business services",25.1
1999,Sabah,"Finance, insurance, real estate and business services",26.7
2000,Sabah,"Finance, insurance, real estate and business services",24.2
2001,Sabah,Hotels and restaurants,44.4
2002,Sabah,Hotels and restaurants,48.3
2003,Sabah,Hotels and restaurants,51.5
2004,Sabah,Hotels and restaurants,48.2
2005,Sabah,Hotels and restaurants,50.7
2006,Sabah,Hotels and restaurants,64.8
2007,Sabah,Hotels and restaurants,62
2008,Sabah,Hotels and restaurants,80.3
2009,Sabah,Hotels and restaurants,77
2010,Sabah,Transportation and storage,53.4
2011,Sabah,Transportation and storage,60.1
2012,Sabah,Transportation and storage,61.2
2013,Sabah,Transportation and storage,70
2014,Sabah,Transportation and storage,61.3
2015,Sabah,Transportation and storage,60.5
2016,Sabah,Transportation and storage,64.8
2017,Sabah,Transportation and storage,66.5
2018,Sabah,Transportation and storage,66.7
2019,Sabah,Transportation and storage,65.5
2020,Sabah,Transportation and storage,62.7
2021,Sabah,Transportation and storage,61.2
1982,Sarawak,"Finance, insurance, real estate and business services",6.4
1983,Sarawak,"Finance, insurance, real estate and business services",9.3
1984,Sarawak,"Finance, insurance, real estate and business services",9.6
1985,Sarawak,"Finance, insurance, real estate and business services",12.3
1986,Sarawak,"Finance, insurance, real estate and business services",12.1
1987,Sarawak,"Finance, insurance, real estate and business services",16.1
1988,Sarawak,"Finance, insurance, real estate and business services",13.3
1989,Sarawak,"Finance, insurance, real estate and business services",15.8
1990,Sarawak,"Finance, insurance, real estate and business services",15.3
1992,Sarawak,"Finance, insurance, real estate and business services",19.9
1993,Sarawak,"Finance, insurance, real estate and business services",23
1995,Sarawak,"Finance, insurance, real estate and business services",27.1
1996,Sarawak,"Finance, insurance, real estate and business services",26.7
1997,Sarawak,"Finance, insurance, real estate and business services",31.2
1998,Sarawak,"Finance, insurance, real estate and business services",27.9
1999,Sarawak,"Finance, insurance, real estate and business services",35
2000,Sarawak,"Finance, insurance, real estate and business services",32.1
2001,Sarawak,Hotels and restaurants,40
2002,Sarawak,Hotels and restaurants,46.5
2003,Sarawak,Hotels and restaurants,45.4
2004,Sarawak,Hotels and restaurants,51.3
2005,Sarawak,Hotels and restaurants,42.2
2006,Sarawak,Hotels and restaurants,41.1
2007,Sarawak,Hotels and restaurants,51.2
2008,Sarawak,Hotels and restaurants,52.5
2009,Sarawak,Hotels and restaurants,53.9
2010,Sarawak,Transportation and storage,43.2
2011,Sarawak,Transportation and storage,44.2
2012,Sarawak,Transportation and storage,45.7
2013,Sarawak,Transportation and storage,44.7
2014,Sarawak,Transportation and storage,46.9
2015,Sarawak,Transportation and storage,43
2016,Sarawak,Transportation and storage,46.1
2017,Sarawak,Transportation and storage,49.5
2018,Sarawak,Transportation and storage,51.3
2019,Sarawak,Transportation and storage,50.9
2020,Sarawak,Transportation and storage,44.2
2021,Sarawak,Transportation and storage,50
1982,Selangor,"Finance, insurance, real estate and business services",43.8
1983,Selangor,"Finance, insurance, real estate and business services",43.7
1984,Selangor,"Finance, insurance, real estate and business services",46
1985,Selangor,"Finance, insurance, real estate and business services",48.1
1986,Selangor,"Finance, insurance, real estate and business services",62.4
1987,Selangor,"Finance, insurance, real estate and business services",69.6
1988,Selangor,"Finance, insurance, real estate and business services",57.4
1989,Selangor,"Finance, insurance, real estate and business services",65.4
1990,Selangor,"Finance, insurance, real estate and business services",79.5
1992,Selangor,"Finance, insurance, real estate and business services",84.3
1993,Selangor,"Finance, insurance, real estate and business services",75.5
1995,Selangor,"Finance, insurance, real estate and business services",114.4
1996,Selangor,"Finance, insurance, real estate and business services",120
1997,Selangor,"Finance, insurance, real estate and business services",124.5
1998,Selangor,"Finance, insurance, real estate and business services",132.4
1999,Selangor,"Finance, insurance, real estate and business services",140.4
2000,Selangor,"Finance, insurance, real estate and business services",157.6
2001,Selangor,Hotels and restaurants,81.7
2002,Selangor,Hotels and restaurants,92.8
2003,Selangor,Hotels and restaurants,97
2004,Selangor,Hotels and restaurants,119.1
2005,Selangor,Hotels and restaurants,104.2
2006,Selangor,Hotels and restaurants,120.8
2007,Selangor,Hotels and restaurants,126.3
2008,Selangor,Hotels and restaurants,119.7
2009,Selangor,Hotels and restaurants,126.9
2010,Selangor,Transportation and storage,162.1
2011,Selangor,Transportation and storage,187.8
2012,Selangor,Transportation and storage,208.8
2013,Selangor,Transportation and storage,195.4
2014,Selangor,Transportation and storage,182.3
2015,Selangor,Transportation and storage,174.1
2016,Selangor,Transportation and storage,191.2
2017,Selangor,Transportation and storage,206.2
2018,Selangor,Transportation and storage,235.7
2019,Selangor,Transportation and storage,213.7
2020,Selangor,Transportation and storage,220.9
2021,Selangor,Transportation and storage,213.3
1982,Terengganu,"Finance, insurance, real estate and business services",4.9
1983,Terengganu,"Finance, insurance, real estate and business services",2.6
1984,Terengganu,"Finance, insurance, real estate and business services",2.8
1985,Terengganu,"Finance, insurance, real estate and business services",3.7
1986,Terengganu,"Finance, insurance, real estate and business services",2.6
1987,Terengganu,"Finance, insurance, real estate and business services",4.1
1988,Terengganu,"Finance, insurance, real estate and business services",3.1
1989,Terengganu,"Finance, insurance, real estate and business services",3.5
1990,Terengganu,"Finance, insurance, real estate and business services",2.6
1992,Terengganu,"Finance, insurance, real estate and business services",5.3
1993,Terengganu,"Finance, insurance, real estate and business services",5.4
1995,Terengganu,"Finance, insurance, real estate and business services",5.5
1996,Terengganu,"Finance, insurance, real estate and business services",8.2
1997,Terengganu,"Finance, insurance, real estate and business services",6.7
1998,Terengganu,"Finance, insurance, real estate and business services",6.5
1999,Terengganu,"Finance, insurance, real estate and business services",6.3
2000,Terengganu,"Finance, insurance, real estate and business services",7.2
2001,Terengganu,Hotels and restaurants,18.5
2002,Terengganu,Hotels and restaurants,20.2
2003,Terengganu,Hotels and restaurants,22.7
2004,Terengganu,Hotels and restaurants,25.8
2005,Terengganu,Hotels and restaurants,23.5
2006,Terengganu,Hotels and restaurants,27.7
2007,Terengganu,Hotels and restaurants,26.5
2008,Terengganu,Hotels and restaurants,35.6
2009,Terengganu,Hotels and restaurants,33.1
2010,Terengganu,Transportation and storage,12.6
2011,Terengganu,Transportation and storage,10.4
2012,Terengganu,Transportation and storage,11.9
2013,Terengganu,Transportation and storage,13.7
2014,Terengganu,Transportation and storage,14.1
2015,Terengganu,Transportation and storage,14.4
2016,Terengganu,Transportation and storage,10.9
2017,Terengganu,Transportation and storage,13.2
2018,Terengganu,Transportation and storage,14.3
2019,Terengganu,Transportation and storage,14.6
2020,Terengganu,Transportation and storage,13.5
2021,Terengganu,Transportation and storage,16.3
2001,Kuala Lumpur,Hotels and restaurants,51.2
2002,Kuala Lumpur,Hotels and restaurants,63.4
2003,Kuala Lumpur,Hotels and restaurants,54.2
2004,Kuala Lumpur,Hotels and restaurants,58.9
2005,Kuala Lumpur,Hotels and restaurants,55.6
2006,Kuala Lumpur,Hotels and restaurants,56.6
2007,Kuala Lumpur,Hotels and restaurants,55.7
2008,Kuala Lumpur,Hotels and restaurants,55.8
2009,Kuala Lumpur,Hotels and restaurants,54.7
2010,Kuala Lumpur,Transportation and storage,31.3
2011,Kuala Lumpur,Transportation and storage,39.9
2012,Kuala Lumpur,Transportation and storage,35.1
2013,Kuala Lumpur,Transportation and storage,39.3
2014,Kuala Lumpur,Transportation and storage,35.6
2015,Kuala Lumpur,Transportation and storage,40.6
2016,Kuala Lumpur,Transportation and storage,38.4
2017,Kuala Lumpur,Transportation and storage,42.9
2018,Kuala Lumpur,Transportation and storage,46.4
2019,Kuala Lumpur,Transportation and storage,37.4
2020,Kuala Lumpur,Transportation and storage,46.3
2021,Kuala Lumpur,Transportation and storage,30.5
1984,Labuan,"Finance, insurance, real estate and business services",0.5
1985,Labuan,"Finance, insurance, real estate and business services",0.5
1986,Labuan,"Finance, insurance, real estate and business services",0.4
1987,Labuan,"Finance, insurance, real estate and business services",0.5
1988,Labuan,"Finance, insurance, real estate and business services",0.7
1989,Labuan,"Finance, insurance, real estate and business services",0.7
1990,Labuan,"Finance, insurance, real estate and business services",0.3
1992,Labuan,"Finance, insurance, real estate and business services",0.4
1993,Labuan,"Finance, insurance, real estate and business services",0.9
1995,Labuan,"Finance, insurance, real estate and business services",3.1
1996,Labuan,"Finance, insurance, real estate and business services",3
1997,Labuan,"Finance, insurance, real estate and business services",2.4
1998,Labuan,"Finance, insurance, real estate and business services",3.1
1999,Labuan,"Finance, insurance, real estate and business services",1.6
2000,Labuan,"Finance, insurance, real estate and business services",1.3
2001,Labuan,Hotels and restaurants,2
2002,Labuan,Hotels and restaurants,2.5
2003,Labuan,Hotels and restaurants,2.4
2004,Labuan,Hotels and restaurants,2
2005,Labuan,Hotels and restaurants,1.7
2006,Labuan,Hotels and restaurants,2.8
2007,Labuan,Hotels and restaurants,2
2008,Labuan,Hotels and restaurants,2.5
2009,Labuan,Hotels and restaurants,2.2
2010,Labuan,Transportation and storage,2
2011,Labuan,Transportation and storage,2.5
2012,Labuan,Transportation and storage,2.3
2013,Labuan,Transportation and storage,2.7
2014,Labuan,Transportation and storage,2.5
2015,Labuan,Transportation and storage,2.9
2016,Labuan,Transportation and storage,2.5
2017,Labuan,Transportation and storage,1.8
2018,Labuan,Transportation and storage,2.6
2019,Labuan,Transportation and storage,2.5
2020,Labuan,Transportation and storage,2.8
2021,Labuan,Transportation and storage,1.9
2011,Putrajaya,Transportation and storage,0.8
2012,Putrajaya,Transportation and storage,0.8
2013,Putrajaya,Transportation and storage,0.7
2014,Putrajaya,Transportation and storage,0.9
2015,Putrajaya,Transportation and storage,0.8
2016,Putrajaya,Transportation and storage,0.9
2017,Putrajaya,Transportation and storage,0.9
2018,Putrajaya,Transportation and storage,0.8
2019,Putrajaya,Transportation and storage,0.7
2020,Putrajaya,Transportation and storage,0.9
2021,Putrajaya,Transportation and storage,1.1
1982,Johor,"Community, social and personal services",110.9
1983,Johor,"Community, social and personal services",103.6
1984,Johor,"Community, social and personal services",115
1985,Johor,"Community, social and personal services",118.4
1986,Johor,"Community, social and personal services",127.6
1987,Johor,"Community, social and personal services",130.6
1988,Johor,"Community, social and personal services",148.1
1989,Johor,"Community, social and personal services",125.7
1990,Johor,"Community, social and personal services",143.1
1992,Johor,"Community, social and personal services",143.9
1993,Johor,"Community, social and personal services",155
1995,Johor,"Community, social and personal services",144.9
1996,Johor,"Community, social and personal services",161.5
1997,Johor,"Community, social and personal services",170.5
1998,Johor,"Community, social and personal services",168.2
1999,Johor,"Community, social and personal services",172.8
2000,Johor,"Community, social and personal services",200
2001,Johor,"Transport, storage and communications",58.9
2002,Johor,"Transport, storage and communications",59.9
2003,Johor,"Transport, storage and communications",54.9
2004,Johor,"Transport, storage and communications",62.2
2005,Johor,"Transport, storage and communications",70.5
2006,Johor,"Transport, storage and communications",70.4
2007,Johor,"Transport, storage and communications",74.7
2008,Johor,"Transport, storage and communications",78
2009,Johor,"Transport, storage and communications",75.8
2010,Johor,Accommodation and food service activities,103.7
2011,Johor,Accommodation and food service activities,109.7
2012,Johor,Accommodation and food service activities,120.2
2013,Johor,Accommodation and food service activities,131.7
2014,Johor,Accommodation and food service activities,131.4
2015,Johor,Accommodation and food service activities,134.5
2016,Johor,Accommodation and food service activities,128.8
2017,Johor,Accommodation and food service activities,146.3
2018,Johor,Accommodation and food service activities,192.4
2019,Johor,Accommodation and food service activities,214.4
2020,Johor,Accommodation and food service activities,177.7
2021,Johor,Accommodation and food service activities,161
1982,Kedah,"Community, social and personal services",58.9
1983,Kedah,"Community, social and personal services",64.3
1984,Kedah,"Community, social and personal services",68.9
1985,Kedah,"Community, social and personal services",63.1
1986,Kedah,"Community, social and personal services",71.3
1987,Kedah,"Community, social and personal services",74.3
1988,Kedah,"Community, social and personal services",87.4
1989,Kedah,"Community, social and personal services",83.8
1990,Kedah,"Community, social and personal services",98.4
1992,Kedah,"Community, social and personal services",91.2
1993,Kedah,"Community, social and personal services",83.3
1995,Kedah,"Community, social and personal services",94.8
1996,Kedah,"Community, social and personal services",98.4
1997,Kedah,"Community, social and personal services",109
1998,Kedah,"Community, social and personal services",115.5
1999,Kedah,"Community, social and personal services",126.5
2000,Kedah,"Community, social and personal services",131.1
2001,Kedah,"Transport, storage and communications",29.9
2002,Kedah,"Transport, storage and communications",25.6
2003,Kedah,"Transport, storage and communications",29.2
2004,Kedah,"Transport, storage and communications",26.5
2005,Kedah,"Transport, storage and communications",23.5
2006,Kedah,"Transport, storage and communications",23.2
2007,Kedah,"Transport, storage and communications",28.5
2008,Kedah,"Transport, storage and communications",27.5
2009,Kedah,"Transport, storage and communications",27.7
2010,Kedah,Accommodation and food service activities,65.2
2011,Kedah,Accommodation and food service activities,66.6
2012,Kedah,Accommodation and food service activities,65.6
2013,Kedah,Accommodation and food service activities,62.6
2014,Kedah,Accommodation and food service activities,85.9
2015,Kedah,Accommodation and food service activities,85.1
2016,Kedah,Accommodation and food service activities,96.8
2017,Kedah,Accommodation and food service activities,108.7
2018,Kedah,Accommodation and food service activities,103.9
2019,Kedah,Accommodation and food service activities,109.7
2020,Kedah,Accommodation and food service activities,105.1
2021,Kedah,Accommodation and food service activities,92.4
1982,Kelantan,"Community, social and personal services",50.6
1983,Kelantan,"Community, social and personal services",53.2
1984,Kelantan,"Community, social and personal services",59.4
1985,Kelantan,"Community, social and personal services",56.1
1986,Kelantan,"Community, social and personal services",61.8
1987,Kelantan,"Community, social and personal services",62
1988,Kelantan,"Community, social and personal services",60.3
1989,Kelantan,"Community, social and personal services",65.6
1990,Kelantan,"Community, social and personal services",73.9
1992,Kelantan,"Community, social and personal services",80.7
1993,Kelantan,"Community, social and personal services",90.6
1995,Kelantan,"Community, social and personal services",85.1
1996,Kelantan,"Community, social and personal services",99.3
1997,Kelantan,"Community, social and personal services",96.9
1998,Kelantan,"Community, social and personal services",91.5
1999,Kelantan,"Community, social and personal services",103
2000,Kelantan,"Community, social and personal services",103.1
2001,Kelantan,"Transport, storage and communications",16
2002,Kelantan,"Transport, storage and communications",13.8
2003,Kelantan,"Transport, storage and communications",12.2
2004,Kelantan,"Transport, storage and communications",12.5
2005,Kelantan,"Transport, storage and communications",16.3
2006,Kelantan,"Transport, storage and communications",16
2007,Kelantan,"Transport, storage and communications",13.8
2008,Kelantan,"Transport, storage and communications",16.1
2009,Kelantan,"Transport, storage and communications",15.4
2010,Kelantan,Accommodation and food service activities,42.6
2011,Kelantan,Accommodation and food service activities,48.4
2012,Kelantan,Accommodation and food service activities,49.7
2013,Kelantan,Accommodation and food service activities,54
2014,Kelantan,Accommodation and food service activities,58
2015,Kelantan,Accommodation and food service activities,51.4
2016,Kelantan,Accommodation and food service activities,65.5
2017,Kelantan,Accommodation and food service activities,73.8
2018,Kelantan,Accommodation and food service activities,79.3
2019,Kelantan,Accommodation and food service activities,73.4
2020,Kelantan,Accommodation and food service activities,72.3
2021,Kelantan,Accommodation and food service activities,69.5
1982,MALAYSIA,"Community, social and personal services","1,046.90"
1983,MALAYSIA,"Community, social and personal services","1,041.00"
1984,MALAYSIA,"Community, social and personal services","1,106.00"
1985,MALAYSIA,"Community, social and personal services","1,132.70"
1986,MALAYSIA,"Community, social and personal services","1,167.60"
1987,MALAYSIA,"Community, social and personal services","1,218.00"
1988,MALAYSIA,"Community, social and personal services","1,276.10"
1989,MALAYSIA,"Community, social and personal services","1,262.00"
1990,MALAYSIA,"Community, social and personal services","1,329.00"
1992,MALAYSIA,"Community, social and personal services","1,403.10"
1993,MALAYSIA,"Community, social and personal services","1,520.90"
1995,MALAYSIA,"Community, social and personal services","1,552.20"
1996,MALAYSIA,"Community, social and personal services","1,686.00"
1997,MALAYSIA,"Community, social and personal services","1,754.50"
1998,MALAYSIA,"Community, social and personal services","1,787.50"
1999,MALAYSIA,"Community, social and personal services","1,865.40"
2000,MALAYSIA,"Community, social and personal services","2,010.30"
2001,MALAYSIA,"Transport, storage and communications",468.3
2002,MALAYSIA,"Transport, storage and communications",496.8
2003,MALAYSIA,"Transport, storage and communications",481.6
2004,MALAYSIA,"Transport, storage and communications",532.9
2005,MALAYSIA,"Transport, storage and communications",544.7
2006,MALAYSIA,"Transport, storage and communications",539.7
2007,MALAYSIA,"Transport, storage and communications",538.2
2008,MALAYSIA,"Transport, storage and communications",583.4
2009,MALAYSIA,"Transport, storage and communications",592
2010,MALAYSIA,Accommodation and food service activities,856.7
2011,MALAYSIA,Accommodation and food service activities,951.1
2012,MALAYSIA,Accommodation and food service activities,965.1
2013,MALAYSIA,Accommodation and food service activities,"1,041.50"
2014,MALAYSIA,Accommodation and food service activities,"1,149.30"
2015,MALAYSIA,Accommodation and food service activities,"1,150.80"
2016,MALAYSIA,Accommodation and food service activities,"1,260.70"
2017,MALAYSIA,Accommodation and food service activities,"1,323.20"
2018,MALAYSIA,Accommodation and food service activities,"1,473.40"
2019,MALAYSIA,Accommodation and food service activities,"1,549.70"
2020,MALAYSIA,Accommodation and food service activities,"1,540.00"
2021,MALAYSIA,Accommodation and food service activities,"1,535.50"
1982,Melaka,"Community, social and personal services",38.5
1983,Melaka,"Community, social and personal services",32.3
1984,Melaka,"Community, social and personal services",37.1
1985,Melaka,"Community, social and personal services",38.7
1986,Melaka,"Community, social and personal services",40
1987,Melaka,"Community, social and personal services",42.3
1988,Melaka,"Community, social and personal services",40.6
1989,Melaka,"Community, social and personal services",40.4
1990,Melaka,"Community, social and personal services",41.3
1992,Melaka,"Community, social and personal services",44.1
1993,Melaka,"Community, social and personal services",46
1995,Melaka,"Community, social and personal services",47.8
1996,Melaka,"Community, social and personal services",53.6
1997,Melaka,"Community, social and personal services",56.4
1998,Melaka,"Community, social and personal services",56.7
1999,Melaka,"Community, social and personal services",56.3
2000,Melaka,"Community, social and personal services",55.2
2001,Melaka,"Transport, storage and communications",12.6
2002,Melaka,"Transport, storage and communications",12.1
2003,Melaka,"Transport, storage and communications",11.6
2004,Melaka,"Transport, storage and communications",9.8
2005,Melaka,"Transport, storage and communications",11.6
2006,Melaka,"Transport, storage and communications",10.4
2007,Melaka,"Transport, storage and communications",11.6
2008,Melaka,"Transport, storage and communications",11.6
2009,Melaka,"Transport, storage and communications",11.7
2010,Melaka,Accommodation and food service activities,28.8
2011,Melaka,Accommodation and food service activities,36.4
2012,Melaka,Accommodation and food service activities,36.6
2013,Melaka,Accommodation and food service activities,38.5
2014,Melaka,Accommodation and food service activities,43.4
2015,Melaka,Accommodation and food service activities,39.1
2016,Melaka,Accommodation and food service activities,44.4
2017,Melaka,Accommodation and food service activities,43
2018,Melaka,Accommodation and food service activities,51.2
2019,Melaka,Accommodation and food service activities,52
